,textEn,id,created_at,retweet_count,user_screen_name,user_followers_count,user_location,Hashtags,text,Date
504,@AC_Sobol @pisorgpl I think that they will write that it was about #SMOG # confirmed by info,1113088614714535936,2019-04-02 14:39:40,0,chlopzmazur78,2121,,"[{'text': 'SMOG', 'indices': [62, 67]}, {'text': 'potwierdzoneinfo', 'indices': [69, 86]}]","@AC_Sobol @pisorgpl Myślę, że zaraz napiszą, iż to chodziło o #SMOG #potwierdzoneinfo",04-02 
505,@codewisecom You are in Krakow. Smog masks are a must have. #branding,1113088247599640578,2019-04-02 14:38:13,0,Skilenstein,129,"Warsaw, Poland","[{'text': 'branding', 'indices': [60, 69]}]",@codewisecom You are in Kraków. Smog masks are a must have. #branding,04-02 
506,@mac_podo @Piotr_Stepinski @JerzyBuzek @alarm_smogowy @ISECS_PL @MinEnergii Please show the exact calculation a ni ...,1113085376112050176,2019-04-02 14:26:48,2,kmksiezopolski,376,Warszawa,[],@mac_podo @Piotr_Stepinski @JerzyBuzek @alarm_smogowy @ISECS_PL @MinEnergii Proszę pokazać dokładne obliczenia a ni…,04-02 
507,@trajkonik Well. Ok. And smog?,1113084562823839745,2019-04-02 14:23:34,0,SikorskiAw,317,"Mazowieckie, Polska",[],@trajkonik Dobrze. Ok. A smog?,04-02 
508,"Weather on Polsat: ""in Upper and Lower Silesia will not be too windy, but it would be good, because it dispels smog"". ❤️",1113084021947424768,2019-04-02 14:21:25,0,hajlajf13,2344,"Tychy, Polska",[],"Pogoda na Polsacie: ""na Górnym i Dolnym Śląsku nie będzie zbyt mocno wiało, ale przydałoby się, bo to rozwiewa smog"". ❤️",04-02 
509,RT @xfallin_inshawn: I have never been so happy that I will inhale this smog #ShawnMendesTheTourKrakow,1113081453263405056,2019-04-02 14:11:13,18,Hanna05075731,319,Polska,"[{'text': 'ShawnMendesTheTourKrakow', 'indices': [83, 108]}]","RT @xfallin_inshawn: Jeszcze nigdy się tak nie cieszyłam, że będę wdychać ten smog #ShawnMendesTheTourKrakow",04-02 
510,"RT @ mendeska0: SHAWN WILL HAVE THIS SAME SMOG, THERE IS #ShawnMendesTheTourKrakow",1113079106529300480,2019-04-02 14:01:53,8,mhxlov,399,,"[{'text': 'ShawnMendesTheTourKrakow', 'indices': [54, 79]}]",RT @mendeska0: SHAWN WDYCHA TEN SAM SMOG CZUJECIE TO #ShawnMendesTheTourKrakow,04-02 
511,@RafalWos @se_en A powerful lobby for shopping center owners. Why is it that ecologists do not support free ...,1113071632510320641,2019-04-02 13:32:11,0,Grziwan,88,,[],@RafalWos @se_pl Działa potężne lobby właścicieli galerii handlowych. Dziwi dlaczego ekolodzy nie poprą wolnych ni…,04-02 
512,@SMWarszawa Does @SMWarszawa transfer and in what form such information?,1113065915472441344,2019-04-02 13:09:28,0,smog_wawerski,270,"Warszawa, Polska",[],@SMWarszawa Czy @SMWarszawa przekazuje i w jakiej formie taką informację?,04-02 
513,Such a smog near Mszczonow ⬇️⬇️⬇️⬇️⬇️,1113065311530508291,2019-04-02 13:07:04,0,Bartman88734747,120,,[],Taki smog pod Mszczonowem ⬇️⬇️⬇️⬇️⬇️,04-02 
514,@fullconvergenza @jwojc Such a stupid justification for dictatorship of drivers towards pedestrians has not been read yet. This is in ...,1113059747052187649,2019-04-02 12:44:58,0,LukSzam,27,,[],@fullconvergenza @jwojc Tak głupiego uzasadnienia dyktatury kierowców wobec pieszych jeszcze nie czytałem To jest w…,04-02 
515,@ Wozny3 @MPiT_GOV_PL @UrynowiczTomasz @malopolskaPL @JEmilewicz It would also be useful for technical support for Nowa Ruda ...,1113045781508972544,2019-04-02 11:49:28,0,KSmolnicki,346,"Wrocław, Dolnośląskie",[],@Wozny3 @MPiT_GOV_PL @UrynowiczTomasz @malopolskaPL @JEmilewicz Przydałaby się też pomoc techniczna dla Nowej Rudy…,04-02 
516,Onie XdDdDdD whole cloud pefrum will supersede smog I WILL SIGN MUST,1113039771964788736,2019-04-02 11:25:35,9,pierdupierdu_x,6542,Larry Always In My 1D Heart,[],Onie XdDdDdD cala chmura pefrum wyprze smog PRZEPRASZAM MUSIALAM,04-02 
517,Smog the problem of the village. Additional financial support needed,1113037374286491648,2019-04-02 11:16:03,0,OnetWiadomosci,30228,Polska,[],Smog problemem wsi. Potrzebne dodatkowe wsparcie finansowe,04-02 
518,"all in all, look at it from the other side, krk is all in smog and shawn is a singer and his voice is his before ...",1113032120103067648,2019-04-02 10:55:11,0,ROZCZAROWANlE,1795,hell,[],"w sumie spójrzcie ma to z drugiej strony, krk jest cały w smogu a shawn jesy piosenkarzem i głos to jest jego przed…",04-02 
519,@MiastoIsother and then astonishment that there is a smog,1113032038314110977,2019-04-02 10:54:51,0,ButekNaFejsie,358,Polska,[],@MiastoJestNasze a potem zdumienie że jest smog,04-02 
520,RT @cabeyoomoon: How do you feel with the idea that you are breathing the same smog as Shawn? #ShawnMendesTheTourKrakow,1113031585039900674,2019-04-02 10:53:03,2,szczecinska_v,86,"Poznań, Polska","[{'text': 'ShawnMendesTheTourKrakow', 'indices': [79, 104]}]","RT @cabeyoomoon: Jak się czujecie z myślą, że wdychacie ten sam smog co Shawn? #ShawnMendesTheTourKrakow",04-02 
521,How do you feel with the thought that you are breathing the same smog as Shawn? #ShawnMendesTheTourKrakow,1113030744589393920,2019-04-02 10:49:43,2,cabeyoomoon,7658,#gossipgirlssquad,"[{'text': 'ShawnMendesTheTourKrakow', 'indices': [62, 87]}]","Jak się czujecie z myślą, że wdychacie ten sam smog co Shawn? #ShawnMendesTheTourKrakow",04-02 
522,"The European Fund for the Development of the Polish Village (EFRWP) presented its latest report on Monday ""The use of ...",1113030065498001408,2019-04-02 10:47:01,0,TerazSrodowisko,1378,"Warszawa, Polska",[],Europejski Fundusz Rozwoju Wsi Polskiej (EFRWP) przedstawił w poniedziałek swój najnowszy raport pt. „Wykorzystanie…,04-02 
523,"Smog is a huge challenge, not a slogan, @AndrzejSzejma perfectly understands this.",1113029302218604544,2019-04-02 10:43:59,0,K0nsternacja,855,,[],"Smog to ogromne wyzwanie, nie slogan, @AndzejSzejma doskonale to rozumie.",04-02 
524,"For now, about 350 km will be poured every week. This is a significant increase and a step in the right direction. Still not enough. ...",1113027422985904128,2019-04-02 10:36:31,6,m_kokoszkiewicz,1241,Polska,[],Na razie ok. 350 km będzie polewanych co tydzień. To już znaczny wzrost i krok w dobrym kierunku Nadal to za mało.…,04-02 
525,"@ mendeska0 @vvnieznajoma Niee, just smog. Rejoice that it is warm because the colder the worse the smog reeks xD",1113025148439932928,2019-04-02 10:27:29,0,Viverna28,826,"Kraków, Polska",[],"@mendeska0 @vvnieznajoma Niee, o tylko smog. Cieszcie sie ze jest cieplo bo im zimniej tym gorzej smog cuchnie xD",04-02 
526,"@ Pawe60068800 @BartoszczePL @kosik_md To discourage individual communication even. Hell, at the price of benz ...",1113018422860840961,2019-04-02 10:00:45,0,airborell,1514,,[],"@Pawe60068800 @BartoszczePL @kosik_md Żeby zniechęcać do indywidualnej komunikacji choćby. Do licha, w cenie benz…",04-02 
527,"@dechahced It's best to let everyone pay for themselves smog, cheaper;)",1113017291556470785,2019-04-02 09:56:15,0,MiMichalewicz,2865,"Warszawa, Polska",[],"@dechahced Najlepiej niech każdy sam sobiebwyolaci kasę za smog, bedzie taniej ;)",04-02 
528,"The report ""Using RES potential in the fight against smog in rural areas"" prepared by @ISECS_PL puts ...",1113015668230717441,2019-04-02 09:49:48,2,prosumentorg,67,Polska,[],"Raport ""Wykorzystanie potencjału OZE w walce ze smogiem na terenach wiejskich"" przygotowany przez @ISECS_PL stawia…",04-02 
529,RT @osobliwaxx_: and think that he inhales the same smog as you #ShawnMendesTheTourKrakow,1113015136657256448,2019-04-02 09:47:42,2,Claudi__01,183, Polska,"[{'text': 'ShawnMendesTheTourKrakow', 'indices': [62, 87]}]","RT @osobliwaxx_: i pomyśleć, że on wdycha ten sam smog co wy #ShawnMendesTheTourKrakow",04-02 
530,and think that he inhales the same smog as you #ShawnMendesTheTourKrakow,1113015009959993344,2019-04-02 09:47:11,2,osobliwaxx_,140,,"[{'text': 'ShawnMendesTheTourKrakow', 'indices': [45, 70]}]","i pomyśleć, że on wdycha ten sam smog co wy #ShawnMendesTheTourKrakow",04-02 
531,@MiesoPolskie So did smog? ☝️,1113008624929046528,2019-04-02 09:21:49,0,M61RZ,2407,"Warszawa, Polska",[],@MiesoPolskie Czyli robiła smog? ☝️,04-02 
532,"@ mendeska0 No, it's smog",1113004173765771264,2019-04-02 09:04:08,0,candzibanana,204,Rosewood,[],"@mendeska0 Nie, to smog",04-02 
533,"Sucha Beskidzka: The new government program ""Stop smog"" has been presented",1113002337444999168,2019-04-02 08:56:50,1,RadioMaryja,32608,Toruń,[],"Sucha Beskidzka: Zaprezentowany został nowy program rządowy ,,Stop smog”",04-02 
534,@MartaLokje This guy is like smog? But I have already seen this picture in different circumstances ... :),1113002123300626432,2019-04-02 08:55:59,0,Ethouris,374,"Rendsburg, Germany",[],@MartaLokje Ten gość to niby smog? Ale ja to zdjęcie już widziałem w innych okolicznościach... :),04-02 
535,"RT @AlaKaszuba: @MSzuldrzynski If this priest, producing a smog, had a sense of guilt, he should burn with the books at the stake - FROM THE WSTYDU ...",1113000879697858560,2019-04-02 08:51:02,1,AlaKaszuba,4149,,[],"RT @AlaKaszuba: @MSzuldrzynski Gdyby ten ksiądz,produkujący smog, miał poczucie winy,powinien razem z książkami spłonąć na stosie-ZE WSTYDU…",04-02 
536,RT @ForumEnergii: How to fight #smog in small towns? We will present our proposal 17.04 at the conference # Czysteciepło 2030 I St ...,1112999202295083008,2019-04-02 08:44:23,1,flakuptaku,26,,"[{'text': 'smog', 'indices': [33, 38]}, {'text': 'Czysteciepło', 'indices': [116, 129]}]",RT @ForumEnergii: Jak walczyć ze #smog w małych miejscowościach? Przedstawimy naszą propozycję 17.04 na konferencji #Czysteciepło 2030 I St…,04-02 
537,@BrzezinskiMich I wonder how Ukraine would be in this ranking,1112998571085848576,2019-04-02 08:41:52,0,domin_smog,25,,[],@BrzezinskiMich Ciekawe jak wypadłaby w tym zestawieniu Ukraina,04-02 
538,"@MSzuldrzynski If this priest, producing smog, had a sense of guilt, he should burn with the books at the stake-Z ...",1112998198627459072,2019-04-02 08:40:23,1,AlaKaszuba,4149,,[],"@MSzuldrzynski Gdyby ten ksiądz,produkujący smog, miał poczucie winy,powinien razem z książkami spłonąć na stosie-Z…",04-02 
539,SHAWN WILL HAVE THIS SAME SMOG MEASURE THIS #ShawnMendesTheTourKrakow,1112996041723346945,2019-04-02 08:31:49,8,mendeska0,242,,"[{'text': 'ShawnMendesTheTourKrakow', 'indices': [39, 64]}]",SHAWN WDYCHA TEN SAM SMOG CZUJECIE TO #ShawnMendesTheTourKrakow,04-02 
540,@Piotr_Lis_ @Wichura_ And in addition smog and air pollution,1112990355924926464,2019-04-02 08:09:13,0,dorotabolin,339,Warszawa,[],@Piotr_Lis_ @Wichura_ I w dodatku smog i zanieczyszczenie powietrza,04-02 
541,@ 10mona17 Maybe there is no turmoil but a little blows but for your happiness it developed smog 😁,1112990265478930432,2019-04-02 08:08:52,0,jem_kisiell,2248,greetings from califournia,[],@10mona17 Może nie ma zawieruchy ale trochę wieje ale na wasze szczęście rozwijało smog 😁,04-02 
542,How to fight #smog in small towns? We will present our proposal 17.04 at the conference # Czysteciepło 203 ...,1112986830729875456,2019-04-02 07:55:13,1,ForumEnergii,874,"Warszawa, Polska","[{'text': 'smog', 'indices': [15, 20]}, {'text': 'Czysteciepło', 'indices': [98, 111]}]",Jak walczyć ze #smog w małych miejscowościach? Przedstawimy naszą propozycję 17.04 na konferencji #Czysteciepło 203…,04-02 
543,@MSzuldrzynski and this smog goes to heaven,1112980644781535233,2019-04-02 07:30:38,0,Dariusz_Sa,74,"Warszawa, Polska",[],@MSzuldrzynski i ten smog idzie do nieba,04-02 
544,Rybnicki Smogowy Alert notified the prosecutor's office about the possibility of committing a crime by the priest who smoked Harry ...,1112976977387053057,2019-04-02 07:16:04,0,Krol_Alexander,555,,[],Rybnicki Alarm Smogowy zawiadomił prokuraturę o możliwości popełnienia przestępstwa przez księdza palącego Harrego…,04-02 
545,"Tell me, what are these cars driving in the morning and talking about things by burning gasoline and smog increasing. It can not ...",1112969195724201984,2019-04-02 06:45:08,0,JejTac,343,"Poland, Air, Sea, Land, Space!",[],Powiedzcie mi oj co oni tymi samochodami jeżdżą rano i gadają od rzeczy spalając benzynę i smog zwiększajac. Nie mo…,04-02 
546,RT @MPiT_GOV_PL: Fighting with smog is really a fight for the health of our children and our loved ones. Through smog in Poland prematurely ...,1112968909303566336,2019-04-02 06:44:00,10,PBudzisz,33,,[],RT @MPiT_GOV_PL: Walka ze smogiem jest tak naprawdę walką o zdrowie naszych dzieci i naszych najbliższych.Przez smog w Polsce przedwcześnie…,04-02 
547,@mirek_szczerba @ smok05 @PresidentWalesa is rather smog 0.5,1112968734820401155,2019-04-02 06:43:18,0,murawski_marcin,572,Polska,[],"@mirek_szczerba @smok05 @PresidentWalesa to raczej smog 0,5",04-02 
548,@AmelCavtat @WitoldGlowacki None. Smoking books causes smog.,1112968481719414787,2019-04-02 06:42:18,0,Lady_Ant,24,,[],@AmelCavtat @WitoldGlowacki Żadnych. Palenie książek powoduje smog.,04-02 
549,Daily smog report - 2.04.2019 - by @swiatoze #ekologia # środowiska # natura ...,1112959500003274752,2019-04-02 06:06:37,0,FundacjaIRME,365,"Poznań, Polska","[{'text': 'ekologia', 'indices': [79, 88]}, {'text': 'środowisko', 'indices': [89, 100]}, {'text': 'natura', 'indices': [101, 108]}]",Codzienny raport smogowy – 2.04.2019 - przez @swiatoze #ekologia #środowisko #natura…,04-02 
550,"@MSzuldrzynski Smog is probably a figment of leftists and atheists. A real Pole and a Catholic are burning in something, preferably ...",1112959314367561728,2019-04-02 06:05:52,0,MOstafinska,693,"Śląskie, Polska",[],"@MSzuldrzynski Smog to pewnie wymysł lewaków i ateistów. Prawdziwy Polak i katolik pali czym popadnie, najchętniej…",04-02 
551,"Another day with good air, maybe with a few exceptions, like Zasole or Krościenko on the Dunajec river. # Smog ...",1112957639481229312,2019-04-02 05:59:13,0,SwiatOZE,301,,"[{'text': 'smog', 'indices': [107, 112]}]","Kolejny dzień z dobrym powietrzem, no może poza kilkoma wyjątkami, jak Zasole czy Krościenko nad Dunajcem. #smog…",04-02 
552,@Ola_Ptak @WTP_Warszawa Damn. @trzaskowski_: bad happens in the city of Warsaw. I am asking for an urgent answer. Almost…,1112953916554084352,2019-04-02 05:44:26,0,RSuligowski,71,Wrocław,[],@Ola_Ptak @WTP_Warszawa Damn. @trzaskowski_ : źle się dzieje w mieście Warszawa. Proszę o pilną odpowiedź. Niemal…,04-02 
553,@MSzuldrzynski @rzpospolita Burning paper causes smog ??? ot the scientist found himself.,1112952995220729857,2019-04-02 05:40:46,0,Grzegor11419359,17,Śląsk,[],@MSzuldrzynski @rzeczpospolita Palenie papieru powoduje smog???😂😂😂 ot naukowiec się znalazł.,04-02 
554,"@bderski @mac_podo @ High High After the exact data is gone, I would prefer 25% installed now and 40% in 2020. May be ? ;-)",1112951723918790656,2019-04-02 05:35:43,0,smog_wawerski,270,"Warszawa, Polska",[],@bderski @mac_podo @WysokieNapiecie Skoro dokładnych danych nie ma to ja bym wolał 25% instalowanych teraz i 40% w 2020r. Może być ? ;-),04-02 
555,@catch__fire Fresh smog will do him good,1112936492433899520,2019-04-02 04:35:11,0,Somethingbitchs,14,,[],@catch__fire Świeży smog na pewno mu dobrze zrobi,04-02 
556,"RT @ Wozny3: Mobilization in the region! Skawina has announced the submission of the application to @MPiT_GOV_PL tomorrow under STOP SMOG, and the next municipalities (in ...",1112924503640870912,2019-04-02 03:47:33,5,alarm_smogowy,3332,,[],"RT @Wozny3: Mobilizacja w regionie! Skawina zapowiedziała złożenie jutro wniosku do @MPiT_GOV_PL w ramach STOP SMOG, a następne gminy (w ty…",04-02 
557,"@luvdylatanek @_theaftertaste @bringitbackxx that's all you give to the smog all the time, and today it was clean",1112842780886396928,2019-04-01 22:22:49,0,luvmyburito,2509,,[],"@luvdylatanek @_theaftertaste @bringitbackxx ej tak w sumie nadajecie caly czas na ten smog, a dzisiaj bylo czysto w miarę",04-01 
558,@MSzuldrzynski @czuchnowski Smog is a leftist invention.,1112837935072796674,2019-04-01 22:03:33,0,pogodaPL,33,Polska,[],@MSzuldrzynski @czuchnowski Smog to lewacki wymysł.,04-01 
559,"RT @KaJagiello: Well, very good. Smog is smog, air pollution is air pollution and it does not matter who causes it ...",1112837784610500608,2019-04-01 22:02:58,5,OsojcaKras,316,"Warszawa, Polska",[],"RT @KaJagiello: No i bardzo dobrze. Smog to smog, zanieczyszczenie powietrza to zanieczyszczenie powietrza i nie ma znaczenia kto je powodu…",04-01 
560,"If you have tried it, even a confident little surgeon would give advice XD. How I was in krk n ...",1112833295564394497,2019-04-01 21:45:07,0,iDontKnoW8998,1393,Poland,[],Luz laska jakbys sie postarała to nawet bys tam pewnie zestaw małego chirurga dała rady wnieść XD Jak byłam w krk n…,04-01 
561,"@Fraszki_ulotki Because the ink and smog, you know ... 🤣🤣🤣",1112832446985326593,2019-04-01 21:41:45,0,HipponyZ,57,"Los, Polska",[],"@Fraszki_ulotki Bo farba drukarska i smog, no, wie pani... 🤣🤣🤣",04-01 
562,"@bringitbackxx ""I do not see anything through this smog""",1112831497801695234,2019-04-01 21:37:59,2,_theaftertaste,717,Polska,[],"@bringitbackxx ""Nic nie widzę przez ten smog""",04-01 
563,Report: #European prospects will help in the fight against # smog in the countryside # BA24 # environment,1112829489422098432,2019-04-01 21:30:00,0,BiznesAlert,7849,Warszawa,"[{'text': 'Energetyka', 'indices': [8, 19]}, {'text': 'smog', 'indices': [50, 55]}, {'text': 'BA24', 'indices': [91, 96]}, {'text': 'środowisko', 'indices': [97, 108]}]",Raport: #Energetyka prosumencka pomoże w walce ze #smog'iem na wsi #BA24 #środowisko,04-01 
564,"@ TomaszCK1 @marekrk @Wikipedist @zaplutyzsalonu @krzyches This is the best proof of what smog is. 30 years ago, ...",1112825805451792384,2019-04-01 21:15:21,0,Ty2_911,1227,"Warszawa, Polska",[],@TomaszCK1 @marekrk @Wikipedysta @zaplutyzsalonu @krzyches To najlepszy dowód na to jaki jest smog. 30 lat temu mow…,04-01 
565,"@scoundrelier I'm jealous, I always wanted to live in Krakow. Well, maybe the only downside is smog",1112824272081379336,2019-04-01 21:09:16,0,dolalubniedola,813,Polska,[],"@scoundrelier Zazdroszczę, zawsze chciałam mieszkać w Krakowie. No może jedynym minusem jest smog",04-01 
566,and the tires saw the individual ?? !! what the hell do not smoke what the farmer burned it had to be seen but ...,1112823038121332736,2019-04-01 21:04:22,0,WPrzymu,102,,[],a opony widział osobnik??!! co nie cholera te dymią co no ten od tego rolnictwa popalił to trzeba było zobaczyć ale…,04-01 
567,"@MSzuldrzynski @rzeczpospolita Smog too, but there is a ban on using open fire. Unless they were in a concord ...",1112819278909198337,2019-04-01 20:49:25,0,Belle_epoque5,705,"Kraków, Niepołomice  ❤ 🇵🇱 💯",[],"@MSzuldrzynski @rzeczpospolita Smog też, ale przecież jest zakaz używania otwartego ognia. Chyba, że majo w konkord…",04-01 
568,@ 0lafas0la0la still how it feels this smog is already quite,1112815939840602113,2019-04-01 20:36:09,0,bizzlesmads,6258,poland,[],@0lafas0la0la jeszcze jak poczuje ten smog to juz całkiem,04-01 
569,"RT @aimhtaeni: Ha see, because of your Krakow smog no one has ever seen me in Krakow #ShawnMendesTheTourKrakow #primaaprilis",1112810719618195458,2019-04-01 20:15:25,10,mczajka931,39,,"[{'text': 'ShawnMendesTheTourKrakow', 'indices': [99, 124]}, {'text': 'primaaprilis', 'indices': [125, 138]}]","RT @aimhtaeni: Ha widzicie, przez ten wasz krakowski smog nikt mnie jeszcze nie widział w Krakowie #ShawnMendesTheTourKrakow #primaaprilis",04-01 
570,"Since other arguments do not work, he could appeal to the priest, what he used to burn books that burning paper would cause ...",1112804307529883648,2019-04-01 19:49:56,0,Barbara96913515,1143,Stockholm,[],"Skoro inne argumenty nie działają, może by zaapelować do tego księdza, co palił książki, że spalanie papieru wywołu…",04-01 
571,@MSzuldrzynski will not work because smog is a leftist invention!,1112802432554237952,2019-04-01 19:42:29,0,cevka1976,94,"Iława, Polska",[],@MSzuldrzynski nie zadziała bo smog to lewacki wymysł !,04-01 
572,"About clean air without # smog and clean energy for Poland, for Wielkopolska, for the health of us all - with ...",1112802081038106624,2019-04-01 19:41:05,7,GrzybAndrzej,4139,,"[{'text': 'smog', 'indices': [24, 29]}]","O czystym powietrzu bez #smog'u i czystej energii dla Polski, dla Wielkopolski, dla zdrowia nas wszystkich –z…",04-01 
573,@fajnychlopiec in bydgoszcz smog,1112801424855924736,2019-04-01 19:38:29,0,przeklenstwa,614,,[],@fajnychlopiec w bydgoszczy smog,04-01 
574,@MSzuldrzynski Smog as an argument and so lose with the dragon.,1112801341452312576,2019-04-01 19:38:09,0,wartoczytac,15,,[],@MSzuldrzynski Smog jako argument i tak przegra ze smokiem.,04-01 
575,"If other arguments do not work, he could appeal to the priest, what did he burn books that burning paper produces nasty smog?",1112800122088378368,2019-04-01 19:33:18,7,MSzuldrzynski,55105,"WAW, PL",[],"Skoro inne argumenty nie działają, może by zaapelować do tego księdza, co palił książki, że spalanie papieru wywołuje paskudny smog?",04-01 
576,@romekcz Smog is also the work of Satan.,1112794737340309506,2019-04-01 19:11:54,0,vdoofix,1497,,[],@romekcz Smog też jest dziełem szatana.,04-01 
577,#German-Pomeranian - remember to pick up your trees. Where will you plant them? We plant them together? Where on Kowalowcu? ...,1112790642428706818,2019-04-01 18:55:38,0,kamilasty,224,,"[{'text': 'zieloneradomsko', 'indices': [0, 16]}]",#zieloneradomsko - pamiętajcie odebrać swoje drzewka. Gdzie je zasadzicie? Zasadzimy je razem? Gdzie na Kowalowcu?…,04-01 
578,"Photovoltaic installation of 6,84 kW ongrid - Chylice #czystepair #oze #smog #stopsmog # smogstop ...",1112780896736894982,2019-04-01 18:16:54,0,oze_market_pl,4,"Mazovia, Poland","[{'text': 'czystepowietrze', 'indices': [60, 76]}, {'text': 'oze', 'indices': [77, 81]}, {'text': 'smog', 'indices': [82, 87]}, {'text': 'stopsmog', 'indices': [88, 97]}, {'text': 'smogstop', 'indices': [98, 107]}]","Montaż instalacji fotowoltaicznej 6,84 kW ongrid - Chylice #czystepowietrze #oze #smog #stopsmog #smogstop…",04-01 
579,"@sampreira_ I do not know who will be the prime minister, because no one has yet submitted the candidature. I hope that it will be concrete ...",1112776951213768705,2019-04-01 18:01:14,0,kasia_dw,3890,Polska,[],"@sampreira_ Nie wiem kto będzie premierem, bowiem nikt jeszcze kandydatury nie złożył. Liczę, że to będzie konkretn…",04-01 
580,@kasia_dw Big. This smog.,1112775487552716801,2019-04-01 17:55:25,0,magdalena1909,3179,,[],@kasia_dw Duży. Ten smog.,04-01 
581,"@sampreira_ I'm sorry, my dear. You know that there is a short ball for me. I give it 10 and that's all. I can give you something in the bottom bonuses ...",1112775211898847234,2019-04-01 17:54:19,0,kasia_dw,3890,Polska,[],"@sampreira_ Przykro mi kochany. Wiesz, że u mnie jest krótka piłka. Daję 10 i to wszystko. Mogę Ci coś w premii doł…",04-01 
582,@kasia_dw I believe that you can do it. We can export and sell smog,1112774753633361922,2019-04-01 17:52:30,0,magdalena1909,3179,,[],"@kasia_dw Wierze, ze dasz radę. Możemy eksportować i sprzedawać smog",04-01 
583,"@shawniemyluv Often communication is for free, by smog",1112772639150538753,2019-04-01 17:44:06,0,pierogi13,6,,[],"@shawniemyluv Często komunikacja jest za darmo, przez smog",04-01 
584,@xKittyMendes Do you think that he will see something here through this smog?,1112768264281751557,2019-04-01 17:26:43,0,_andziapandzia,2535,"London, England",[],@xKittyMendes Myślisz że on coś tutaj zobaczy przez ten smog?,04-01 
585,RT @MinEnvironment: Minister of the Environment Henryk #Kowalczyk in #Siedlce: #CzystePowietrze is a real fight with #smog. To # WFOŚiGW received over ...,1112768160527196160,2019-04-01 17:26:18,2,a_Brzozka,713,,"[{'text': 'Kowalczyk', 'indices': [46, 56]}, {'text': 'Siedlce', 'indices': [59, 67]}, {'text': 'CzystePowietrze', 'indices': [69, 85]}, {'text': 'smog', 'indices': [105, 110]}, {'text': 'WFOŚiGW', 'indices': [115, 123]}]",RT @MinSrodowiska: Minister środowiska Henryk #Kowalczyk w #Siedlce: #CzystePowietrze to realna walka ze #smog. Do #WFOŚiGW wpłynęło ponad…,04-01 
586,@ Wozny3 @MPiT_GOV_PL @UrynowiczTomasz @malopolskaPL @JEmilewicz @ Wozny3 and when #swidermajerthermalretrofit? :),1112764534341750784,2019-04-01 17:11:53,0,smog_wawerski,270,"Warszawa, Polska","[{'text': 'swidermajerthermalretrofit', 'indices': [80, 107]}]",@Wozny3 @MPiT_GOV_PL @UrynowiczTomasz @malopolskaPL @JEmilewicz @Wozny3 a kiedy #swidermajerthermalretrofit ? :),04-01 
587,@xfallin_inshawn where this smog😍😍😍😍,1112761424022028289,2019-04-01 16:59:32,0,loliyerim,174,,[],@xfallin_inshawn gdzie ten smog😍😍😍😍,04-01 
588,"By the way, this umbrella probably qualifies for #smog",1112759715904323584,2019-04-01 16:52:45,0,tomaszkuzia,4153,,"[{'text': 'smog', 'indices': [61, 66]}]","Swoją drogą, to ta parasolka się chyba kwalifikuje na mandat #smog",04-01 
589,RT @Ecology_now: Ws. smoking Rawlings books about Harry Potter is the obvious second bottom. This is the emission of air pollution in the age of # smo ...,1112759485053976576,2019-04-01 16:51:49,2,pis_u,6114,,[],RT @Ecology_now: Ws. palenia książek Rawlings o Harry’m Potterze jest oczywiste drugie dno. To emisja zanieczyszczeń powietrza w epoce #smo…,04-01 
590,Ws. smoking Rawlings books about Harry Potter is the obvious second bottom. It is the emission of air pollutants in the epo ...,1112758082063474689,2019-04-01 16:46:15,2,Ecology_now,631,Polska,[],Ws. palenia książek Rawlings o Harry’m Potterze jest oczywiste drugie dno. To emisja zanieczyszczeń powietrza w epo…,04-01 
591,"Minister of the Environment, Henryk #Kowalczyk, in #Siedlce: #CzystePowietrze is a real fight with #smog. The # WFOŚiGW received p ...",1112754171374174209,2019-04-01 16:30:43,2,MinSrodowiska,9224,Polska,"[{'text': 'Kowalczyk', 'indices': [27, 37]}, {'text': 'Siedlce', 'indices': [40, 48]}, {'text': 'CzystePowietrze', 'indices': [50, 66]}, {'text': 'smog', 'indices': [86, 91]}, {'text': 'WFOŚiGW', 'indices': [96, 104]}]",Minister środowiska Henryk #Kowalczyk w #Siedlce: #CzystePowietrze to realna walka ze #smog. Do #WFOŚiGW wpłynęło p…,04-01 
592,"@KaJagiello I think that in the face of this pathology, smog, although important, is secondary.",1112752677358833666,2019-04-01 16:24:46,1,mkaczerowski,1582,"Warsaw, Gliwice - Poland",[],"@KaJagiello Ja myślę, że w obliczu tej patologii, smog, choć ważny, jest drugoplanowy.",04-01 
593,"Mobilization in the region! Skawina has announced that it will submit the application to @MPiT_GOV_PL tomorrow under STOP SMOG, and next ...",1112749842604933120,2019-04-01 16:13:31,5,Wozny3,1091,Warszawa,[],"Mobilizacja w regionie! Skawina zapowiedziała złożenie jutro wniosku do @MPiT_GOV_PL w ramach STOP SMOG, a następne…",04-01 
594,@Bjank @lkwarzecha @jwojc We should all have reason and not obsession. Because it will happen that crazy people will break what ...,1112734236832870402,2019-04-01 15:11:30,0,pawelw86,1,,[],"@Bjank @lkwarzecha @jwojc Wszyscy powinniśmy mieć rozum a nie obsesję. Bo dojdzie do tego, że wariaci będą łamać co…",04-01 
