,post,date,user,vote,image
130,"               and under capitalism, we paint green grass in this way (͡ ° ͜ʖ ͡ °) #anticalism #warszawa #smog #neuropa source: 48365626_2225883411033768_3925002558334042112_n.png   +: Formbi, wonsz_smieszek +18 others  ",2018-12-18 16:27:26,BojWhucie,20,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_BOkH0bKthuxHOkicxIRP95JEBDnrNGTU,w400.jpg""/>"
131,"               How after cancer is only in the Beskids, in the Beskids ... PM 2.5 over 1600% Yes, one thousand six hundred ... #smog #ecology #beskidy #bielskobiala #slask source: IMG_20181218_152329140.jpg   +: KrolWlosowzNosa, relaxant +8 others  ",2018-12-18 16:05:08,Jontek6,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_RxcKXNhpGx2Qauu3MPbk2qDrZOJgEzoa,w400.jpg""/>"
132,"               How is it breathing today? (͡ ° ͜ʖ ͡ °) Reportedly in #warszawa air today too dense? #krakow #smog #smogkrakowski source: weszlo.com   +: Owoc_w_kreplu, Ademu +1 different  ",2018-12-18 15:51:02,mango,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_0mk5aLKIIwcceZEnfxumPzDphcAsSmjy,w400.jpg""/>"
133,               I thought I was puffing this morning  I open the window around 5:30 in the morning and immediately smell the bleh after opening  #warszawa #smog   ,2018-12-18 15:21:25,gumpa_bobi,0,
134,"               In the picture Santiago - the capital of Chile. On the left an hour after rain, on the right 30 hours after rain.  Source: wikipedia, password: smog.  #smog #air contamination source: santiago.jpg   +: wytrzzszcz, granadiller +1 other  ",2018-12-18 14:22:56,PrimusCebulis,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_7YleQuLHUFje8gVt8zwqOANT1VqkX7qS,w400.jpg""/>"
135,"               breathe deeply on the muffins from Bydgoszcz #bydgoszcz #smog . . . click to expand the picture. . source: Screenshot_2018-12-18-12-43-26-474_com.airvisual.png   +: slavas, Ex3  ",2018-12-18 12:44:56,d....q,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_TUgrNbik5AlXDttmNS74wl0RhVXcqKCw,w400.jpg""/>"
136,"               That's what I thought, because I wanted to ventilate, but due to the smog, I think I will overdo it. Unless someone has an idea for a better description of the exit to this cyclone.  #jezykpolski #pasjonaciandogogozozu #smog   +: Emil1803, swarp +2 others  ",2018-12-18 12:35:57,CKNorek,4,
137,"               As every year at this time:  I imagined that there was someone like Magda Gessler from Smog. He rushes to Krakow. He makes a face. He cries out: ""why are you guys people ?!"". After three days, flowers are everywhere.  #smog #krakow #gownowpis ​​#magdagessler #heheszki show the whole thing   +: splndid, Increev +26 others  ",2018-12-18 12:04:43,panna_inga,28,
138,"               Traffic jams in the morning, in the afternoon, the same is even worse because it is already dark (by the way, still many places are not adequately illuminated for pedestrians). Loud everywhere in ciul because there is no metro or bus-belts are all prefer their old cars. Finally, the man will reach home (usually rented cubicle, cubicle with parents) it does not even ventilate the flat because the air like some #smog from the factory. Turns on the TV and there PISiory fuck you like a great country rebuilt.  My question, how can one live in #krakow in #zima and not have depression? I do not understand it.  I see people running in such conditions and I am overcome with sadness, because I know that someone wants to live a healthy life, his body demands it, but finally it looks funny as he runs somewhere between cars in a mask that gives nothing.  How many generations will pass before this changes? Are we waiting for a great emigration, or are people just closing in to the cellars? It is a pity for such a dismal country of time and health. #polska show the whole   +: brocolli_911, black and white +2 others  ",2018-12-18 11:09:45,M.................j,4,
139,"               I'm fucking, but #smog Yesterday, 1000% in #warszawa Nowhere to run nowhere to hide ...   +: slavas, M ................. j +1 other  ",2018-12-18 10:49:24,kusznier,3,
140,"  POWERFUL SMOG IN THE KIELCE. It is said that the worst in the country.  In Poland you go to fuck when it comes to this smog ...  #kielce #smog #zdrowie show the whole   +: bolo2015, boguchwal +14 others  ",2018-12-18 10:34:24,CKNorek,16,
141,"  The only ones punished with the DIESELGATE scandal in Poland? An association that fights Volkswagen!  For the first time we reveal this information - and we count on Wykop Efekt in the interest of all of us. Because if someone thinks that you can fight for justice in Poland and punish a dishonest company that admits mass deception and produce cars that poison our air en masse, it is very wrong.  Three years after the outbreak of the scandal, the only one punished is ... our association:  1. The District Court in Warsaw dismissed the class action and ordered StopVW to pay almost PLN 100,000 to Volkswagen in a bizarre verdict! Judge Joanna Bitner was motivated by the fact that ... several thousand people applied to the Association. At the same time, she told us to look for justice in ... Germany.  2. It is worth noting that Judge Joanna Bitner is the president of the District Court in Warsaw, she was appointed by Zbigniew Ziobro. Her behavior at the dieselgate hearing was significantly different from the standards of the judiciary, which is why we complained to her and we will consistently strive to punish her.  3. The Appellate Court did not refer to the appeal at all, but only in a short decision upheld the verdict of the District Court. The justification was very laconic. Now we are faced with the necessity to pay PLN 100,000, which is quite a challenge for the small Association, which lives on volunteers. But we will not give up! On Friday, we filed a cassation appeal to the Supreme Court. The cost of such a cassation is tens of thousands of zlotys. However, we are going to bring this matter to a close, because it can not be possible to punish cheaters in a 40 million country.  4. The proceedings regarding our association were initiated ... attention, no one else, but ... UOKiK! The allegations will be published soon on our website, they are quite absurd. The same UOKiK can not punish Volkswagen for three years. Case?  Which offices and officials do not have any effects in the fight against DIESELGATE  Ministry of Infrastructure, Minister Andrzej Adamczyk - repeatedly informed by us about the problem. The effects are not visible yet - the Ministry claims that everything is OK and 200,000 thousand cars are still in the best,  Transport Technical Supervision - Jan Urbanowicz. This is just an interesting institution. They will allow us to go to court ... for defamation, for saying that they could do the most. The effects of the work can not be seen. Cars are faulty as they drive so they drive.  UOKiK - President Marek Niechciał, the matter is overseen by Dorota Karczewska, vice president. For three years he has not punished Volkswagen or zloty. The evidence is cited, STOPVW has provided stewards with documentation. Did the office initiate proceedings against us in response?  Prime Minister Mateusz Morawiecki - repeatedly asked to act in writing. He did not deign to answer.  Zbigniew Ziobro, Patryk Jaki - repeatedly informed in writing about the case, the lack of answers is short. Their people were informed directly. The effects of their actions are also not visible.  President Andrzej Duda - informed about dieselgate, has maintained a dignified silence.  MINI FAQ - But what is it all about?  1. What is this dieselgate? The affair is that cars with Volkswagen, Audi, Skoda, SEAT and Porsche diesel engines have installed software that cheats exhaust tests. Cars do not meet the standards that have been entered in the documents and emit huge amounts of harmful nitrogen oxides.  2. What are nitrogen oxides and why should they harm me? This is one of the basic components of smog, a gas that causes protein degeneration and damage in the body, leads to complications, respiratory diseases and, above all, premature deaths.  3. Does anyone measure it? No, in Poland there is no effective system for measuring nitrogen oxides in the air.  4. SMOG and nitrogen oxides? Yes, nitrogen oxides very much like dust and create a beautiful, deadly smog. As a result, about 120 people die each day in Poland.  5. The scandal was detected in 2015. But what then? Poisonous cars were revealed even later, which meant that despite the scandal, Volkswagen continued to produce cheated cars.  6. Why does the Polish government like Skoda and Volkswagen so much? We do not know. Maybe there is a second and third bottom.  7. I do not have Skoda, Volkswagen, SEAT or Porsche or Audi, how to live? Living with the awareness that around 200,000 cars emit tens of times more nitrogen oxides every day than predicted norms can not be simple. Especially in big cities.  8. I have a child / elderly at home. What about these nitrogen oxides? Avoid walking on the main roads. Nitrogen oxides are much more harmful than other pollutants.  9. Old diesels more! The kopeck may be, but contrary to appearances, they are cleaner than the exhaust fumes from cheated Volkswagen.  10. Do you like Volkswagen, Skoda, Audi, SEATy, Porsche? Sure, it used to be very cool cars, otherwise we would not buy them.  11. The manufacturer has reportedly proposed a repair action in the form of a software update? Helps? In our opinion, we do not and we advise against - the result is higher combustion and worse for the user the curve of power and torque, while the update does not solve the problem of compliance with Euro standards - in the opinion of our experts.  12. I have such a car out of the affair, what's the problem? First of all, you are rubbing the environment and yourself by the way, secondly the producer left you on the ice.  13. My car is not in the tool for checking on the manufacturer's website. Can I have a cheated engine? Yes, we have a lot of such cases. We have notified UOKiK about this. The effects can not be seen.  14. Can I join you? Help me something. Sure, please visit www.stopvw.pl  #afera #wykopefekt #volkswagen #audi #prawo #ziobro #morawiecki #adamczyk #urbanowicz #seat #skoda #motoryzacja #samachone #dieselgate show whole [see DuT11UyXcAEFVwX.jpg]   +: P ..... r, bonzik +1487 others  ",2018-12-18 10:10:57,stopvw,1489,
142,"               There is a terrible air quality in many Polish cities. In Warsaw, from 200 to 600 percent. pollution standards, in Krakow approx. 300% or more, similarly in Poznań. Remember, however, that this is not only the problem of the largest cities. In Nowy Sacz, the smog is at 900%. standards. It is also very high in many other cities of Małopolska and Podkarpacie. #smog #air pollution #health #health #polska #special environment #neuropa # 4connexions  City Garden Horseshoe Forest. Like a lot of trees, no blocks, people's awareness higher and nightmarish results. show the whole source: _20181218_092205.JPG   +: slavas, falszywy_prosty_pasek  ",2018-12-18 09:24:27,bijotai,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_7ILqRYCy2MpT8WTer3YloR2o31DreRJI,w400.jpg""/>"
143,               #warszawa #smog . . . click to expand the picture. . source: 1545121408362.png   +: slavas  ,2018-12-18 09:23:46,Sloiko-student_1,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_kXrpgBrFPnVyTEAIJHWpwk9Jc2oqbzx5,w400.jpg""/>"
144,"               #smog #warszawa today only 424% PM2,5, how about you? :)   +: slavas  ",2018-12-18 08:23:29,Travva,1,
145,"               Norm exceeded 5-6 times, so I put on an anti-smog mask. At work, I was ridiculed that smog was the invention of the XXI century. ¯ \ _ (ツ) _ / ¯  #gownowpis   +: brocolli_911, Uaimmiau +2 others  ",2018-12-18 07:21:02,Urtah,4,
146,"               The cleaner has reduced pollution by more than 10 times, city measurements show 925% and 1800% WHO standards.  In a normal country, there would be some alerts for residents. But no smog you do not have MPK tickets in Krakow and elo xD  And motherfuckers are sharply dripping into the oven.  #smog source: JPEG_20181218_014403_-394325880.jpg   +: hatterka, Manderigon +1 other  ",2018-12-18 01:46:15,i_took_a_pill_in_remiza,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_i6qz2ftTGCHTz5BznLAa8om8FdKgKHGO,w400.jpg""/>"
147,"               The capital is more poisoned than Silesia. It is in Warsaw and the surrounding area that we note the highest concentration of particles suspended in PM 2.5 tonight.  Sample readings:  Brands near Warsaw - 1299% Warsaw Rembertów - 975% Wołomin - 1051%  #warszawa #smog #krakow source: screenshot-airly.eu-2018.12.18-01-25-42.png   +: sidhellfire, Bzdziuch +21 others  ",2018-12-18 01:29:46,brakloginuf,23,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_7R5bX4fTAm2OOzdlgP9asLr8CZx1Ye2b,w400.jpg""/>"
148,"               XD Bałuty now smells of hell. Or maybe the hell smells of sighs? (͡ ° ͜ʖ ͡ °) #lodz #lodzkwawa #baluty #smog  show a spoiler Tag on the night because I'm a jug with a sage. Good night (⌐ ͡ ■ ͜ʖ ͡ ■)     +: brakloginuf, Hipokryzja_Wykopu +5 others  ",2018-12-18 01:11:50,A....7,7,
149,"               My metamorphosis here  Years ago Supporter of abortion on request A supporter of children's adoption by homosexuals Capital has no nationality Everyone deserves respect regardless of everything The left is a response to the world's ills Refugees welcome, we enrich us Modern and PO Women and men do not differ from each other Smog is the minimum problem Globcio does not exist  Now. I wised  #neuropa # 4konserwy show the whole   +: Marysienka84, NorbsonPro +1 other  ",2018-12-18 00:08:30,Holenderski_Ser,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_gS13ckLK9JBbH2GCHlJPhLY3TzXsg8EM,w400.jpg""/>"
150,"               #urgent  Agnieszka Radwańska interested in taking over the Vistula Kraków. The native Cracovian girl wants to save the Polish legend. As reported by the Krakow News journal, a former tennis player has been looking for a place after finishing a sports career. Until now, she is the richest Polish player. Her monthly salary should be enough for the loss of debts.  According to the daily, a well-informed person in the Krakow club says that she was a sportswoman who was willing to take over the Krakow club. His first transfer would be to borrow Jakub Błaszczykowski - whom she met several years ago during the gala of the athlete of the year. The prominent Polish woman with her name is to fight for the debt cancellation for renting the stadium to the city.  In the corridors it is said that the city will, however, want to put a new word to promote the city better and the name would change to SMOG WISŁA KRAKÓW.  #mecz #wislakrakow show the whole source: z14182156Q, Agnieszka-Radwanska.jpg   +: suchearplayer, lubie-cheesecake +5 others  ",2018-12-17 23:59:36,jmuhha,7,
151,"               #warszawa fog or smog, because I do not know whether to breathe source: 1545081653756.jpg   +: Apollo1993, Richard_Bachman  ",2018-12-17 22:21:37,AlexR,2,"<img class=""block lazy"" src=""https://www.wykop.pl/cdn/c3201142/comment_4ppcqAZrP9d1C4nWZWQUfDAkKMTaTkmf,w400.jpg""/>"
152,               Do you recommend any app to show air quality on iOS? There were a few cool ones on the android and it was fun to use them and I do not see their equivalents for iOS. A lot of air quality applications have a rating of 2 stars or less xd #ios #smog   ,2018-12-17 22:05:05,PuDZ,0,
153,"               What did JKM shout like? There is no smog in Poland or something like that? And what is it? Fog?  No - it is the air that the inhabitants of the town, through which I passed today, breathe. Among others, Bielsko (it was the best here anyway), Andrychów, Wadowice, Kalwaria Zebrzydowska (a real massacre - people probably the remains of these furniture from the production of smoke), Rudnik, and Myślenice around.  I will tell you that if nothing changes, it seems to me that there will be such a cancer wave among people in the coming decades that it does not fit in the pale.  An unpleasant thing, because if there is no government program to fight this misery, people will not help change the mentality and way of thinking, there will be no financing for switching to gas (instead of pumping miners), we will all be in this drama ... In our country, cars are only part of the problem, the bigger is how the houses are heated.  show spoiler I drove for 100km on the internal air circulation (and it was not always possible, because the windshield), and so the smell unmerciful.   #smog #environment #power air #bielrowwhite #window #andrychow #truestory #protect environment #polska #polanddom #zalesie #gorzkiezale show whole . . . click to expand the picture. . source: embed.jpg   +: curnyjakwungiel, M .... s +12 others  ",2018-12-17 21:27:08,chozi,14,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_ZeMQ1Qk36FGevzmy0hUoIbrl4WymtTxM,w400.jpg""/>"
154,  https://gazetawroclawska.pl/sprawdz-jakosc-powietrza-we-wroclawiu-i-okolicach-gdzie-jest-najwiekszy-smog-we-wroclawiu/ar/13703645  The worst situation on Muchoborze  #Wroclaw   +: ppawel  ,2018-12-17 21:20:50,darkelf,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_29OmqKrEWxqevmMMM8FcsVFMk0b3sjyN,w400.jpg""/>"
155,"               Will the city of Krakow take responsibility for the Holocaust of the inhabitants? #krakow #smog . . . click to expand the picture. . source: Screenshot_2018-12-17-20-50-08-668_en.tajchert.canary.png   +: patterned copy, slavas +1 other  ",2018-12-17 20:53:43,AdekJadek,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_U0FnFtn2tjrS8YGMEQGdmZyfGVPhuzfV,w400.jpg""/>"
156,"               There is nothing like a chicken * and an evening walk with a dog.  #smog #krakow . . . click to expand the picture. . source: embed.jpg   +: Rapepo, Scrum +4 others  ",2018-12-17 20:47:10,Wiktorgg,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_5FdTsgubQI8HyMznwXYZreuyvXGtn0QF,wat400.jpg?author=Wiktorgg&amp;auth=9b6f59a7b091046ffa94c5ca5620dd6d""/>"
157,"               In #krakow, it will be more profitable to buy tickets than a kkm card, with such days of free communication caused by smog xD #mpk #smog   +: patologia_deluxe, norwalk +8 others  ",2018-12-17 20:44:16,MonikPierszyDrugiTrzeci,10,
158,"               This is how the row looks over the ventilator in 4 weeks after painting in #krakow #smog #powietrze In the commentary I will add 3 previous photos for the reminder made every week, #ruczajsmog Source: 1545075321407.JPG   +: Stalowa_Figura, exemplary dubbed +2 others  ",2018-12-17 20:37:51,Qrakk,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_iIbNGrt0cEJGOk6KGEyrhjaeyX1UBWEw,w400.jpg""/>"
159,"               #smog #actioneducation source: 4076361054a592c0d0e24e8c5ce7aea7.jpg   +: FERDOL, szatan_z_lasu_goni_dziki +10 others  ",2018-12-17 20:30:03,sekat,12,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_oMn3RHHtNBmsIP4LHipRLOUb4fvQJwua,w400.jpg""/>"
160,               Any record today with airly? Because it is literally a nightmare #smog   ,2018-12-17 19:09:28,chlebakk,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_nIndpWdAzevS2kJ0NdvEvhrI7s7ewhhI,w400.jpg""/>"
161,"               I hate you, I fuck you. Check yourself airly.eu for Wieliczka. #smog #marked #krakow   +: Bellie, gurken +4 others  ",2018-12-17 17:34:36,Znajomy_premiera_Morawieckiego,6,
162,"               I apologize to everyone for this entry: https://www.wykop.pl/wpis/37512865/pojawil-sie-nowy-inwestor-bylem-przed-chwila-w-kfc/131677809/#comment-131677809 The information was untrue, I did not verify it well. I was just in MPK, get a card to get a discount on tickets and a lady from the window ... She surprised me. She said that MPK is buying Wisełka. The fans who buy the pass in the next round have a free monthly ticket - all lines! The gym will be reopened, MPK headquarters moved to the stadium. The city is to renovate office space.  I knew that this wafer ""Wisła fans drive for free"" is prophetic. AVE Wisła, AVE MPK!  PS. today is a free MPK. Smog, hell. What do you burn in these villages? Cracovia fans? #wislakrakow show the whole   +: DonMisiek1906, czullo +2 others  ",2018-12-17 17:20:51,Reiter,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_4VJdYt5yJnXhO1dY2SjhxrJzHVGyRTwM,w400.jpg""/>"
163,"               Do any of you wear in a city with high air pollution (eg #krakow #warszawa) anti-smog mask? Do you feel any difference or do you just do it preventively? I have a very sensitive nose, problems with sinuses and very often they hurt me after a long stay outside and I wonder about buying #smog #kiciochpyta show whole   +: mirek_wykopowy, Nizax +1 other  ",2018-12-17 14:59:13,Alicjas45,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_aYkSaZRimTb5eKycf6A0MvgAdoIdE2yu,w400.jpg""/>"
164,"    On Monday, at the specially convened press conference, the president of Wroclaw Jacek Sutryk emphasized that the fire broke out on the premises rented by a private company that had no permission to collect waste. The fact that garbage can be stored here (without appropriate permits), the city has known for a long time. In October this year, the magistrate informed the law enforcement authorities about it. - About the situation on ul. We informed Szczecin repeatedly about the prosecutor's office. There were proceedings in this case, which unfortunately was discontinued - he explained.  Well, I'm fucking #smog #wroclaw show the whole   +: bitcoholic, fisherak_fischermann +21 others  ",2018-12-17 14:24:20,Reepo,23,
165,"               greetings #bochnia #smog source: 1.png   +: MurderBack, Migfirefox +4 others  ",2018-12-17 14:23:38,bajnok8,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_2i4rA3gZqaOBSIogqazVtSLXw2uiz6en,w400.jpg""/>"
166,"               in Poznan, the indicators in todo to travel but still so fucking mercilessly, what's probably in krakow now wypierdala is jjaaaa jebie checked on airly, all purple purple XDDD #smog   +: LargeMixes, love-cheesecake +2 others  ",2018-12-17 13:58:57,chlebakk,4,
167,"               When the smog comes too far ... #krakow #lgbt #bekazkatoli #katoliban source: Zrzutekranu_2018-12-17-13-48-49-658.jpeg   +: DupaJasia_, Leniek +15 others  ",2018-12-17 13:50:24,Kummernis,17,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_c9698hNV3H9LbejIbbG09v1lchdOceVC,w400.jpg""/>"
168,"               #polska #smog source: img.joemonster.org   +: wytrzzeszcz, Doxter +8 others  ",2018-12-17 13:46:15,Armo11,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_WTmSQ2OjdokwKWamug3yLhJ5yiPSIMhH,w400.jpg""/>"
169,"               #smog A moment ago in the parking lot in front of the block, my grandfather chopped the old locker and put fragments into the trunk. I asked him why - he replied that he would burn it. I say harmful, he says that wood and no problem. In total, the cabinet consisted of plywood and wooden elements. Is only the burned plywood harmful?   +: Najslabszy_Pingwin_w_Stadzie  ",2018-12-17 13:17:50,MoreDinero,1,
170,"               And here the readings, with the European standards imposed, are greeted In the commentary, Polish standards  #krakow #smog . . . click to expand the picture. . source: 48373452_1038215579715016_7293251774557716480_en.png   +: Owoc_w_kreplu, Bananada +6 others  ",2018-12-17 12:24:51,levvvy,8,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_583txBh8sjzYlaulAIUmsWonkslu8own,w400.jpg""/>"
171,"               Mirki with #krakow and more generally #smog and #zadzczyszczeniepowietrza, what anti-smoker masks you recommend? For walking and #rower, how the air will be really bad, it's also after the house (͡ ° ͜ʖ ͡ °)   ",2018-12-17 12:24:03,szad7,0,
172,"               About an hour ago I saw a peasant in Kurdwany shorts, without a shirt. He took a selfie and probably drank beer. Maybe the smog hurt him? #Cracow   +: buyer  ",2018-12-17 10:35:52,wfyokyga,1,
173,"               #smog #tarnow source: embed.jpg   +: Nycer, laughter +8 others  ",2018-12-17 09:18:48,z.....l,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_uDWpL4tXCHOj1Uz5yXxoFBMrFmHB3FUb,w400.jpg""/>"
174,"               Hi, would anyone recommend any specific models / manufacturer of reusable anti-fog masks, preferably with the FFP3 filter class (the highest)? Unfortunately, most stores do not offer filtering by such parameters and limit choice to, colors and size -_-  show spoiler #smog #powietrze #zdrowie #wroclaw ",2018-12-17 09:11:08,TrueGrey,2,
175,  Shipping from Poland.  [Fast-08] GBlife PM1232A Table HEPA Air Purifier - Gearbest Price: 26.99 $ (102.57 PLN) Lowest price: 45.99 $ from 14-12-2018 Coupon: GBexhf78  #chinskacebulakupony - Watch the tag if you want to see more of such promotions. ---------------  Group on Facebook - https://www.facebook.com/groups/686487848228753 Tag ChinskaCebula - https://www.wykop.pl/tag/chinskacebula Facebook page - https://www.facebook.com/ChinskaCebula  #chinskacebulapolska #chinskacebulaeuropa  * The lowest price in Gearbest.com store recorded by me since June 2017.  show spoiler https://www.gearbest.com/air-purifier/pp_009326550014.html?wid=1101231 #smog #oczyszczppadztrz #gearbest #cebula #promocje  show the whole source: gloimg.gbtcdn.com   ,2018-12-17 09:05:33,polu7,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_5RKnOQohPrwK1ScRSDIc4iiuT7qTzv2C,w400.jpg""/>"
176,"               Go to the #krakow tag and there are 10 entries with the identical screen on #smog and before my eyes I have this image right away (͡ ° ͜ʖ ͡ °) source: blasty.pl   +: Beer_Is_Good_For_You, mateusz-zahorski +17 others  ",2018-12-17 08:39:38,nairoht,19,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_duBiAi9SEodalS6KQLVWIanT9XfDzn4z,w400.jpg""/>"
177,"               For fuck, #krakow, are you alive ??? #smog . . . click to expand the picture. . source: 1545025133830.android.browser.png   +: quietly, foreveralone +4 others  ",2018-12-17 06:39:31,krzysiekdw,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_zDR3K4PIFZELOxKGbv1J0Ndl1pw1CNRk,w400.jpg""/>"
178,"               I am looking for air purifiers up to 300 PLN. Preferably water, so that you do not have to exchange expensive filters. I have pets in the air in summer, full of hair dust. #superair #phan #technology #dom #smog #quote in a review   +: Michael_Scott, Manderigon +2 others  ",2018-12-17 02:29:03,D.......i,4,
179,"               In #krakow, I see you have some conflict with our star and try to hide it from the smoke as soon as possible (͡ ° ͜ʖ ͡ °)  The Matrix was better than ヽ (͠ ° ෴ °) ノ  #smog . . . click to expand the picture. . source: Screenshot_20181217-021305.png   +: Bellie, hamborgir +1 other  ",2018-12-17 02:15:25,bartoszp,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_4Hw2lUtXYgNaluIFcMJ8mwFpEqARnXIt,w400.jpg""/>"
180,"               Will you moan like that every day? This smog will hang in the air for the next 10-20 years.  Geothermal hen. New churches, lucky fury.  Or you have to get out of this drunk country, or smell the shita.  (╯ ° □ °) ╯( ┻━┻  #Cracow   +: Michael_Scott, MeeF  ",2018-12-17 00:50:00,Miyazaki,2,
181,"               Excuse me what the fuck. Majchrowski bought or what? #smog #krakow . . . click to expand the picture. . source: 1544999761196.png   +: Snotty, AndreyQG +1 different  ",2018-12-16 23:36:45,CrazyxDriver,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_EHt956mO9P4NaUNilIMsPG5IA9zJu4Ov,w400.jpg""/>"
182,"               Mirki from #krakow do not be afraid! I open the window Wietrza Kraków: D. You do not have to thank #smog #hero   +: Ivaaniusz, a .......... 2 +5 others  ",2018-12-16 23:29:14,CrazyxDriver,7,
183,"               #polak #smog #nosaczsundajski source: i.imgflip.com   +: LRF1000W, bdag476 +7 others  ",2018-12-16 23:27:31,D.......i,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_yST1hXBp0QxLbK1TlkAKOjnUStI7Gtcu,w400.jpg""/>"
184,"               How nice to come back to the country. A man walks almost all over the Czech Republic and nothing stinks.  We have entered Polish and 500m from the border, I know that I am in my homeland. In a place where black smoke flew from the chimneys. Because coal is a Polish whore, a national good. FUCKED GOLDEN GOLD.  As if someone was interested in it, it was fucking class = ""bgfbfbd3""> smog",2018-12-16 21:57:46,wykopowaswinia,30,
185,"               #krakow P O P I E R D O L I L O #smog source: smok.jpg   +: bersking, grzegorzx86 +7 others  ",2018-12-16 21:39:13,rzydoMasonerya,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_apVuL7Z8MTbm1MPlZ7VlTOnXnuPlecjt,w400.jpg""/>"
186,"               How much are we fucked up for air pollution? Is this the Alba garbage dump or what?  #wroclaw #smog   +: w3n5zu, honey +4 others  ",2018-12-16 21:37:09,Reepo,6,
187,"               ehh like in a pigsty (͡ ° ʖ̯ ͡ °) #krakow #smog source: ehh.jpg   +: Rapepo, T ....... about +17 others  ",2018-12-16 21:00:03,rolf_ed,19,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Q15B4BuAv9QrKHljYi5X1zmTKHJyOFTV,w400.jpg""/>"
